id,title,url,upload_date,duration,view_count
gaE4sDmzDVc,사이비3,https://www.youtube.com/watch?v=gaE4sDmzDVc,,181.0,2208
KphLFU0zVbM,사이비2,https://www.youtube.com/watch?v=KphLFU0zVbM,,179.0,1611
8phKq7LNGS8,"[240511]  사이비 종교, 두 번째 시간",https://www.youtube.com/watch?v=8phKq7LNGS8,,4599.0,75045
8Imh7_cYbko,2024년 5월 16일,https://www.youtube.com/watch?v=8Imh7_cYbko,,188.0,3348
lBLaPHr8lJ8,[요한 묵상집]제43화 요한복음 6장 22절~27절,https://www.youtube.com/watch?v=lBLaPHr8lJ8,,460.0,675
xuxJ4uoMvcE,[요한 묵상집]제42화 요한복음 6장 16절~21절,https://www.youtube.com/watch?v=xuxJ4uoMvcE,,417.0,999
4Id3qyHiOHc,[요한 묵상집]제41화 요한복음 6장 12절~15절,https://www.youtube.com/watch?v=4Id3qyHiOHc,,461.0,1034
lo5FOjxl8_k,[맹모닝 상담소] 본당 신앙생활 속 갈등,https://www.youtube.com/watch?v=lo5FOjxl8_k,,975.0,13787
Bw_faw69470,[요한 묵상집]제40화 요한복음 6장 1절~11절,https://www.youtube.com/watch?v=Bw_faw69470,,499.0,1155
kAbhVxNOK34,[맹모닝 상담소] 종교와 영성심리,https://www.youtube.com/watch?v=kAbhVxNOK34,,1388.0,14933
ClPGhMmFoyg,[요한 묵상집]제39화 요한복음 5장  45절~47절,https://www.youtube.com/watch?v=ClPGhMmFoyg,,458.0,1367
Fkl1E-N_W-g,[240413]  파면된 신부와 사이비 종교,https://www.youtube.com/watch?v=Fkl1E-N_W-g,,5020.0,291507
e_xsmSkNPkw,[요한 묵상집]제38화 요한복음 5장  41절 ~ 44절,https://www.youtube.com/watch?v=e_xsmSkNPkw,,431.0,1006
GCizZZA34L4,[맹모닝 상담소]  미사 반주자의 고민,https://www.youtube.com/watch?v=GCizZZA34L4,,1382.0,13977
5WofKhfdHHQ,[요한 묵상집]제37화 요한복음 5장  39절 ~ 40절,https://www.youtube.com/watch?v=5WofKhfdHHQ,,419.0,862
V40l-6UO0a0,"[맹모닝 상담소]  딸과의 관계, 회복하고 싶어요",https://www.youtube.com/watch?v=V40l-6UO0a0,,1043.0,10547
Z8_VdTFW-wA,[요한 묵상집]제36화 요한복음 5장  31절 ~ 38절,https://www.youtube.com/watch?v=Z8_VdTFW-wA,,418.0,1143
TLOqfgYW1hc,[요한 묵상집]제35화 요한복음 5장  28절 ~ 30절,https://www.youtube.com/watch?v=TLOqfgYW1hc,,476.0,1115
bXQ5JvBzwR4,"[240316]  방어기제, 편향에 대해서",https://www.youtube.com/watch?v=bXQ5JvBzwR4,,5145.0,88369
kvF1GOeXXBQ,[요한 묵상집]제34화 요한복음 5장 23절 ~ 27절,https://www.youtube.com/watch?v=kvF1GOeXXBQ,,531.0,1351
xcAB0d4RelY,[맹모닝 상담소]  신부님 강론이 귀에 안 들어와요,https://www.youtube.com/watch?v=xcAB0d4RelY,,1072.0,22177
t4iocHfPrOE,[요한 묵상집]제33화 요한복음 5장 19절 ~ 22절,https://www.youtube.com/watch?v=t4iocHfPrOE,,472.0,1189
Cdy3aeDkwvk,[맹모닝 상담소]  복음적인 삶이란 무엇인가요?,https://www.youtube.com/watch?v=Cdy3aeDkwvk,,1654.0,49984
ytd7fk3nOUY,[요한 묵상집]제32화 요한복음 5장 10절 ~ 18절,https://www.youtube.com/watch?v=ytd7fk3nOUY,,531.0,1188
PsaI0XgwAE4,[맹모닝 상담소]  인격적 모욕에 대한 와이프의 선택은?,https://www.youtube.com/watch?v=PsaI0XgwAE4,,1245.0,30934
wFGjC6ZTM5g,"[240217]  방어기제, 반전에 대해서",https://www.youtube.com/watch?v=wFGjC6ZTM5g,,4138.0,40281
CqNf6-ghTok,[요한 묵상집]제31화 요한복음 5장 6절 ~ 9절,https://www.youtube.com/watch?v=CqNf6-ghTok,,511.0,1378
BI3HwCrV3Vk,[맹모닝 상담소]  천주교 신자가 왜 그래?,https://www.youtube.com/watch?v=BI3HwCrV3Vk,,1336.0,32057
1MjxNhwNEtg,창조의 의미,https://www.youtube.com/watch?v=1MjxNhwNEtg,,103.0,2691
W_EGfeK5IWE,[요한 묵상집]제30화 요한복음 5장 1절 ~ 5절,https://www.youtube.com/watch?v=W_EGfeK5IWE,,482.0,1088
V5nB6y0-UAo,민감성의 필요,https://www.youtube.com/watch?v=V5nB6y0-UAo,,109.0,3346
1TbrdnncDwo,[맹모닝 상담소]  예비 시어머니와의 갈등,https://www.youtube.com/watch?v=1TbrdnncDwo,,1149.0,19531
Zt3jNpiV9NI,다름의 미학,https://www.youtube.com/watch?v=Zt3jNpiV9NI,,102.0,3010
PpRPampTEPE,[요한 묵상집]제29화 요한복음 4장 46절 ~ 54절,https://www.youtube.com/watch?v=PpRPampTEPE,,482.0,1264
YE8wf8wsjzo,[맹모닝 상담소]  내편없는 외톨이의 직장생활,https://www.youtube.com/watch?v=YE8wf8wsjzo,,1243.0,21685
qLFVW73DZvg,[요한 묵상집]제28화 요한복음 4장 43절 ~ 45절,https://www.youtube.com/watch?v=qLFVW73DZvg,,464.0,1175
R4Xbb8ITZSQ,[맹모닝 상담소]  무신론자의 신앙생활?,https://www.youtube.com/watch?v=R4Xbb8ITZSQ,,1309.0,38950
imkZFO-2NiM,[요한 묵상집]제27화 요한복음 4장 39절~42절,https://www.youtube.com/watch?v=imkZFO-2NiM,,490.0,1591
cXiwvmMIsRo,[맹모닝 상담소]  착한아이 콤플렉스에 걸린 엄마&와이프,https://www.youtube.com/watch?v=cXiwvmMIsRo,,1437.0,23619
hlv9vth3_F4,"[240120]  방어기제, 억압에 대해서",https://www.youtube.com/watch?v=hlv9vth3_F4,,5618.0,98957
euv4hLUOAjM,[요한 묵상집]제26화 요한복음 4장 37절 ~ 38절,https://www.youtube.com/watch?v=euv4hLUOAjM,,407.0,1182
MlHywRz7Ze8,[맹모닝 상담소]  몸이 아프다는게 유혹인가요?,https://www.youtube.com/watch?v=MlHywRz7Ze8,,1166.0,36001
x5vCFKpg6j8,[요한 묵상집]제25화 요한복음 4장 34절 ~ 36절,https://www.youtube.com/watch?v=x5vCFKpg6j8,,435.0,1440
K-XneCqLaBw,[맹모닝 상담소]  비혼주의 딸에 대한 엄마의 마음,https://www.youtube.com/watch?v=K-XneCqLaBw,,1461.0,21218
_5HppiFCG9M,[요한 묵상집]제24화 요한복음 4장 31절 ~ 33절,https://www.youtube.com/watch?v=_5HppiFCG9M,,417.0,1273
9c7ec6U3DF4,"[맹모닝 상담소]  부담되는 교무금, 십일조",https://www.youtube.com/watch?v=9c7ec6U3DF4,,1157.0,53830
cb5sY5A-efA,[요한 묵상집]제23화 요한복음 4장 23절~30절,https://www.youtube.com/watch?v=cb5sY5A-efA,,380.0,1110
gS2oCX59gf0,[맹모닝 상담소]  40대 여성의 소외감 극복방법,https://www.youtube.com/watch?v=gS2oCX59gf0,,1301.0,15860
QEdqetPtakw,2023년 12월 25일,https://www.youtube.com/watch?v=QEdqetPtakw,,67.0,3292
asGNYrYWEUA,[요한 묵상집]제22화 요한복음 4장 16절~22절,https://www.youtube.com/watch?v=asGNYrYWEUA,,460.0,1408
7PiKNLLlSC0,[요한 묵상집]제21화 요한복음 4장 11절~15절,https://www.youtube.com/watch?v=7PiKNLLlSC0,,458.0,1563
